방송Code,방송구분,프로그램명,PD,SH,TD,상품ID,MD담당자명,부서코드,부서명,협력사ID,협력사명
10211385723642,생방송,신선수산,이두리,"이주규,안덕혁",최규식B,10054149,최희수,3121205,식품2팀,100067,주식회사 뮤도파
10161385841567,생방송,쎈언니의뷰티쇼,안수연,"박상언,권기문,박승희",최백장,10719241,"이수만,장주환",3111205,생활2팀,100003,(주)산업기업유통센터
10221385936808,생방송,신선농산,이호만,박장혜,최규식B,10428851,"황새롬,황새롬",3121105,식품1팀,100002,산협경제지주㈜
10221386036808,생방송,신선농산,이호만,박장혜,최규식B,10411953,"황새롬,황새롬",3121105,식품1팀,100002,산협경제지주㈜
10151386141742,생방송,잡화,안수연,"박상언,박승희",최백장,10735581,최주나,3111205,생활2팀,106228,쥬얼라익스
10151386241742,생방송,잡화,안수연,"박상언,박승희",최백장,10759052,최주나,3111205,생활2팀,106228,쥬얼라익스
10151386341851,생방송,잡화,안수연,"박상언,박승희",최백장,10735580,최주나,3111205,생활2팀,106228,쥬얼라익스
10151386441851,생방송,잡화,안수연,"박상언,박승희",최백장,10735388,최주나,3111205,생활2팀,106228,쥬얼라익스
10151386541742,생방송,잡화,안수연,"박상언,박승희",최백장,10735584,최주나,3111205,생활2팀,106228,쥬얼라익스
10151386641742,생방송,잡화,안수연,"박상언,박승희",최백장,10735603,최주나,3111205,생활2팀,106228,쥬얼라익스
10421386741343,생방송,가공수산,이혜이,"최채원,권기문",최규식B,10623960,최희수,3121205,식품2팀,100004,물산업협동조합중앙회
10051386836689,생방송,주방용품,이혁빈,"이효만,최은경",임미라,10738937,"이서소,유다솜",3111105,생활1팀,104457,(주)코비마운틴
10221386920888,재방송,재방_신선농산,,,,10753520,최병규,3121105,식품1팀,105617,도뮤솔식픔
10221387020888,재방송,재방_신선농산,,,,10744330,최병규,3121105,식품1팀,105617,도뮤솔식픔
10101387141199,생방송,의류,고차희,"하재원,이유경",임미라,10591017,"권동인,최수만",3111205,생활2팀,100003,(주)산업기업유통센터
10401387241729,생방송,F_가공농산,가관석,"이유경,최은경",이일환,10722369,"최병규,최만훈",3121105,식품1팀,100351,형강물산(주)
10451387341557,생방송,창의혁신 날개를 달아드립니다,이두리,이장혁,임미라,10636371,"가길호,남주혜",3111105,생활1팀,102333,주식회사홈밀맷돌
10211387441973,생방송,어랍쇼,이혜이,최규좌,송창장,10742906,최희수,3121205,식품2팀,100004,물산업협동조합중앙회
10031387526944,생방송,생활용품,이혁빈,"이주영A,최규영",이일환,10117567,"이서소,최의",3111105,생활1팀,104306,(주)한국펄프
10031387626944,생방송,생활용품,이혁빈,"이주영A,최규영",이일환,10512523,"이서소,최의",3111105,생활1팀,104306,(주)한국펄프
10131387737528,생방송,잡화,강주우,"최한빛,이조헌",송창장,10595820,"전승아,전승아",3111205,생활2팀,102170,(주)대신제화
10131387837528,생방송,잡화,강주우,"최한빛,이조헌",송창장,10595819,"전승아,전승아",3111205,생활2팀,102170,(주)대신제화
10131387937528,생방송,잡화,강주우,"최한빛,이조헌",송창장,10595765,"전승아,전승아",3111205,생활2팀,102170,(주)대신제화
10061388041302,생방송,침구,성혜영,"이유경,박채린",이일환,10629141,최백원,3111105,생활1팀,105316,주식회사 하모니데코
10061388141302,생방송,침구,성혜영,"이유경,박채린",이일환,10629140,최백원,3111105,생활1팀,105316,주식회사 하모니데코
10061388241302,생방송,침구,성혜영,"이유경,박채린",이일환,10599049,최백원,3111105,생활1팀,105316,주식회사 하모니데코
10221388326555,생방송,신선농산,강승필,곽주애,송창장,10662839,이은혜,3121105,식품1팀,103648,한쥬리영산조합법익스
10161388427630,생방송,이미용,고차희,"이주혁,박보경",이일환,10561897,"이수만,장주환",3111205,생활2팀,100003,(주)산업기업유통센터
10411388542047,생방송,가공축산,강주우,"이서경,최규재",송창장,10740067,최주선,3121205,식품2팀,105680,코리아경기도주식회사
10211388637105,재방송,재방_신선수산,,,,10434822,서혜선,3121205,식품2팀,100004,물산업협동조합중앙회
10411388723612,재방송,재방_가공축산,,,,10405050,최주선,3121205,식품2팀,100312,(주)뮤트프라자
10221388825022,재방송,재방_신선농산,,,,10660086,이은혜,3121105,식품1팀,100784,(주)좋은꿈마케팅
10141388941570,재방송,재방_속옷,,,,10661197,고이혁,3111205,생활2팀,100003,(주)산업기업유통센터
10401389024697,재방송,재방_가공농산,,,,10504301,최만훈,3121105,식품1팀,100002,산협경제지주㈜
10401389124697,재방송,재방_가공농산,,,,10504302,최만훈,3121105,식품1팀,100002,산협경제지주㈜
10031389238367,재방송,재방_생활용품,,,,10579564,"이서소,최의",3111105,생활1팀,101301,(주)제이포코리아
10031389338367,재방송,재방_생활용품,,,,10586320,"이서소,최의",3111105,생활1팀,101301,(주)제이포코리아
10401389441459,재방송,재방_가공농산,,,,10750397,최병규,3121105,식품1팀,106114,주식회사산업회사법익스뮤루
10151389541068,재방송,재방_잡화,,,,10734981,최주나,3111205,생활2팀,100003,(주)산업기업유통센터
10151389641068,재방송,재방_잡화,,,,10735117,최주나,3111205,생활2팀,100003,(주)산업기업유통센터
10151389741068,재방송,재방_잡화,,,,10589368,최주나,3111205,생활2팀,100003,(주)산업기업유통센터
10151389841068,재방송,재방_잡화,,,,10589424,최주나,3111205,생활2팀,100003,(주)산업기업유통센터
10151389941068,재방송,재방_잡화,,,,10735121,최주나,3111205,생활2팀,100003,(주)산업기업유통센터
10151390041068,재방송,재방_잡화,,,,10735140,최주나,3111205,생활2팀,100003,(주)산업기업유통센터
10131390141524,생방송,잡화,이솔주,"최규좌,이조헌",심범만,10718329,"전승아,전승아",3111205,생활2팀,103657,주식회사비즈제이
10131390241524,생방송,잡화,이솔주,"최규좌,이조헌",심범만,10629617,"전승아,전승아",3111205,생활2팀,103657,주식회사비즈제이
10131390341674,생방송,잡화,이솔주,"최규좌,이조헌",심범만,10718969,"전승아,전승아",3111205,생활2팀,105370,주식회사 보폭스
10131390441674,생방송,잡화,이솔주,"최규좌,이조헌",심범만,10718967,"전승아,전승아",3111205,생활2팀,105370,주식회사 보폭스
10201390537002,생방송,건강식품,유이환,"송주선,임주원",윤주혁,10755537,박만이건,3121105,식품1팀,104947,(주)엔에스티바이옹
10051390641310,생방송,주방용품,강인택,이주규,심범만,10759048,"이서소,유다솜",3111105,생활1팀,101399,주식회사PN풍년
10211390720452,생방송,신선수산,이혁빈,"이서경,이장혁",윤주혁,10656442,엄은미,3121205,식품2팀,100004,물산업협동조합중앙회
10031390841751,생방송,생활용품,강인택,"강규주,이수완",심범만,10725852,"이서소,최의",3111105,생활1팀,105177,엘엔씨글로벌 (L&C global)
10031390941751,생방송,생활용품,강인택,"강규주,이수완",심범만,10742588,"이서소,최의",3111105,생활1팀,105177,엘엔씨글로벌 (L&C global)
10221391036958,생방송,신선농산,유이환,"이유경,최규영",임미라,10756072,"이은혜,이은혜",3121105,식품1팀,103656,일성영산조합법익스
10421391125935,생방송,가공수산,이혜이,최규좌,윤주혁,10459043,엄은미,3121205,식품2팀,103253,선호식품
10231391220867,생방송,신선축산,이이석,"이소연,박서희",임미라,10096122,윤만규,3121205,식품2팀,100784,(주)좋은꿈마케팅
10231391320867,생방송,신선축산,이이석,"이소연,박서희",임미라,10084065,윤만규,3121205,식품2팀,100784,(주)좋은꿈마케팅
10161391441924,생방송,F_이미용,안수연,"이주혁,이조헌",이일환,10759029,"이수만,장주환",3111205,생활2팀,101748,에스엘뮤턱어넷
10161391541924,생방송,F_이미용,안수연,"이주혁,이조헌",이일환,10759044,"이수만,장주환",3111205,생활2팀,101748,에스엘뮤턱어넷
10101391641437,생방송,의류,이리아,"최소유,박보경",임미라,10607172,"권동인,최수만",3111205,생활2팀,106106,(주)현민익스터내셔날
11811391741817,생방송,상생정보통,임명순,"이소연,최은경",송창장,10734357,손백영,3131105,상생협력팀,100501,한국여성경제익스협회
10031391840870,생방송,생활용품,국성훈,"송주선,박채린",이일환,10758798,"이서소,최의",3111105,생활1팀,100003,(주)산업기업유통센터
10031391940870,생방송,생활용품,국성훈,"송주선,박채린",이일환,10581538,"이서소,최의",3111105,생활1팀,100003,(주)산업기업유통센터
10441392036578,생방송,해피하우스,이상철B,"최한빛,신유이",송창장,10336100,"가길호,남주혜",3111105,생활1팀,100003,(주)산업기업유통센터
10211392127583,생방송,신선수산,이혜이,"박장혜,박채린",이일환,10580960,육경만,3121205,식품2팀,100004,물산업협동조합중앙회
11291392225015,생방송,렌탈,이명섭,"최한빛,임주원",송창장,10759036,"최만헌,임대훈",3101503,무형상품팀,102823,(주)열심히
10411392341860,생방송,가공축산,이리아,최채원,이일환,10735644,"최주선,최형권",3121205,식품2팀,100312,(주)뮤트프라자
10511392441805,생방송,렌탈,이명섭,"이주혁,최규재",송창장,10676015,"최만헌,임대훈",3101503,무형상품팀,100003,(주)산업기업유통센터
10421392521746,재방송,재방_가공수산,,,,10600488,엄은미,3121205,식품2팀,100004,물산업협동조합중앙회
10201392623267,재방송,재방_건강식품,,,,10076671,박만이건,3121105,식품1팀,101030,(주)필스빌
10201392723267,재방송,재방_건강식품,,,,10074722,박만이건,3121105,식품1팀,101030,(주)필스빌
10221392825022,재방송,재방_신선농산,,,,10660086,이은혜,3121105,식품1팀,100784,(주)좋은꿈마케팅
10101392941368,재방송,재방_의류,,,,10646293,"고이혁,권동인",3111205,생활2팀,100003,(주)산업기업유통센터
10211393037453,재방송,재방_신선수산,,,,10605112,엄은미,3121205,식품2팀,105142,(주)비앤지 트레이딩
10031393123903,재방송,재방_생활용품,,,,10484423,"이서소,최의",3111105,생활1팀,102574,주식회사한국뮤라클포플사
10031393223903,재방송,재방_생활용품,,,,10071779,"이서소,최의",3111105,생활1팀,102574,주식회사한국뮤라클포플사
10031393323903,재방송,재방_생활용품,,,,10071776,"이서소,최의",3111105,생활1팀,102574,주식회사한국뮤라클포플사
10101393436446,재방송,재방_의류,,,,10587759,"권동인,최수만",3111205,생활2팀,100003,(주)산업기업유통센터
10451393540646,생방송,F_가전,이두리,강규주,심범만,10574165,"가길호,남주혜",3111105,생활1팀,106120,(주)더블윈
10401393621147,생방송,가공농산,가관석,"이효만,신유이",최백장,10756536,최병규,3121105,식품1팀,102863,영산조합법익스완주봉상생강조합
10051393742011,생방송,F_주방용품,이혁빈,"박장혜,임주원",심범만,10565289,"이서소,유다솜",3111105,생활1팀,101991,주식회사파뷔에
10221393820366,생방송,신선농산,이두리,"이소연,권기문",최백장,10402635,이은혜,3121105,식품1팀,100002,산협경제지주㈜
10221393920366,생방송,신선농산,이두리,"이소연,권기문",최백장,10402634,이은혜,3121105,식품1팀,100002,산협경제지주㈜
10101394041665,생방송,의류,이효경,"하재원,박서희",심범만,10698058,"권동인,최수만",3111205,생활2팀,100003,(주)산업기업유통센터
10101394141565,생방송,의류,이효경,"하재원,박서희",심범만,10753571,"권동인,최수만",3111205,생활2팀,100003,(주)산업기업유통센터
10231394227249,생방송,신선축산,이솔주,"곽주애,안덕혁",임미라,10752270,윤만규,3121205,식품2팀,100002,산협경제지주㈜
10051394320879,생방송,주방용품,국성훈,"최규좌,박채린",최백장,10502740,"이서소,유다솜",3111105,생활1팀,100861,(주)드림셰프
10421394427302,생방송,가공수산,표승모,"최채원,최규영",임미라,10351774,최희수,3121205,식품2팀,100004,물산업협동조합중앙회
10441394526708,생방송,가전,가관석,"최한빛,박승희",윤주혁,10551779,"가길호,남주혜",3111105,생활1팀,100003,(주)산업기업유통센터
10401394636309,생방송,가공농산,박이환,"이유경,이조헌",임미라,10742231,"황새롬,황새롬",3121105,식품1팀,104574,(주)새암푸드먼트
10131394741619,생방송,잡화,이효경,"박상언,박보경",송창장,10700884,"전승아,전승아",3111205,생활2팀,100003,(주)산업기업유통센터
10131394841619,생방송,잡화,이효경,"박상언,박보경",송창장,10701120,"전승아,전승아",3111205,생활2팀,100003,(주)산업기업유통센터
10131394941619,생방송,잡화,이효경,"박상언,박보경",송창장,10701175,"전승아,전승아",3111205,생활2팀,100003,(주)산업기업유통센터
10131395041619,생방송,잡화,이효경,"박상언,박보경",송창장,10735076,"전승아,전승아",3111205,생활2팀,100003,(주)산업기업유통센터
10201395140662,생방송,놀라운쇼핑서프라이즈,"강인택,최상열","송주선,이수완,박채린",윤주혁,10759026,강병주,3121105,식품1팀,104644,(주)지예홈푸드
10201395240662,생방송,놀라운쇼핑서프라이즈,"강인택,최상열","송주선,이수완,박채린",윤주혁,10596515,강병주,3121105,식품1팀,104644,(주)지예홈푸드
10101395341853,생방송,F_의류,고차희,"하재원,이유경",송창장,10735568,고이혁,3111205,생활2팀,100003,(주)산업기업유통센터
10191395421442,생방송,건강식품,최영란,"송주선,박보경",윤주혁,10113458,심인혜,3121105,식품1팀,101839,주식회사바이옹믹스
11291395525015,생방송,렌탈,박이환,"최한빛,이주영A",송창장,10759036,"최만헌,임대훈",3101503,무형상품팀,102823,(주)열심히
10401395623897,생방송,가공농산,최영란,"이효만,이수완",송창장,10426832,황새롬,3121105,식품1팀,100002,산협경제지주㈜
10031395741475,재방송,재방_생활용품,,,,10739568,"이서소,최의",3111105,생활1팀,100248,(주)씨엔턱상사
10031395841475,재방송,재방_생활용품,,,,10736814,"이서소,최의",3111105,생활1팀,100248,(주)씨엔턱상사
10031395941475,재방송,재방_생활용품,,,,10736815,"이서소,최의",3111105,생활1팀,100248,(주)씨엔턱상사
10221396027024,재방송,재방_신선농산,,,,10741673,최조학,3121105,식품1팀,103586,산업회사법익스 주식회사 횡성광명원
10221396127024,재방송,재방_신선농산,,,,10741759,최조학,3121105,식품1팀,103586,산업회사법익스 주식회사 횡성광명원
10221396238365,재방송,재방_신선농산,,,,10751920,"황새롬,최만훈",3121105,식품1팀,100002,산협경제지주㈜
10221396338365,재방송,재방_신선농산,,,,10686591,"황새롬,최만훈",3121105,식품1팀,100002,산협경제지주㈜
10101396441369,재방송,재방_의류,,,,10687516,"고이혁,권동인",3111205,생활2팀,100003,(주)산업기업유통센터
10141396541738,재방송,재방_속옷,,,,10724692,고이혁,3111205,생활2팀,100003,(주)산업기업유통센터
10051396641007,재방송,재방_주방용품,,,,10601124,"이서소,유다솜",3111105,생활1팀,100003,(주)산업기업유통센터
10051396741007,재방송,재방_주방용품,,,,10583953,"이서소,유다솜",3111105,생활1팀,100003,(주)산업기업유통센터
10101396841252,재방송,재방_의류,,,,10620873,최승미,3111205,생활2팀,100003,(주)산업기업유통센터
10201396940858,생방송,건강식품,이호만,박원이,심범만,10607375,심인혜,3121105,식품1팀,103625,주식회사포타원
10131397041457,생방송,잡화,이이석,"최소유,이유경",이일환,10610299,"전승아,전승아",3111205,생활2팀,100003,(주)산업기업유통센터
10131397141455,생방송,잡화,이이석,"최소유,이유경",이일환,10689248,"전승아,전승아",3111205,생활2팀,100003,(주)산업기업유통센터
10201397220778,생방송,건강식품,가관석,박원이,심범만,10074946,박만이건,3121105,식품1팀,100883,홀푸드코리아주식회사
10221397336813,생방송,신선농산,이호만,"송주선,최은경",이일환,10431937,"최만훈,최만훈",3121105,식품1팀,100056,(주)유래에프앤에스
10221397423356,생방송,신선농산,이호만,"송주선,최은경",이일환,10119782,이은혜,3121105,식품1팀,102018,주식회사이지트레이더
10221397523356,생방송,신선농산,이호만,"송주선,최은경",이일환,10072097,이은혜,3121105,식품1팀,102018,주식회사이지트레이더
10401397621247,생방송,가공농산,가관석,"이장혁,임주원",심범만,10065511,최만훈,3121105,식품1팀,100782,주식회사벨라씨앤씨
10411397723612,생방송,가공축산,이리아,최채원,임미라,10113076,"최주선,최형권",3121205,식품2팀,100312,(주)뮤트프라자
10151397838401,생방송,잡화,이재가,"박상언,박보경",이일환,10733171,최주나,3111205,생활2팀,100314,(주)은성월드
10151397938401,생방송,잡화,이재가,"박상언,박보경",이일환,10733226,최주나,3111205,생활2팀,100314,(주)은성월드
10151398038401,생방송,잡화,이재가,"박상언,박보경",이일환,10733172,최주나,3111205,생활2팀,100314,(주)은성월드
10151398138401,생방송,잡화,이재가,"박상언,박보경",이일환,10744692,최주나,3111205,생활2팀,100314,(주)은성월드
10211398210370,생방송,신선수산,최상열,"이서경,최규영",임미라,10754428,서혜선,3121205,식품2팀,100169,바다소풍
10101398341552,생방송,의류,신이일,"이조헌,권기문",윤주혁,10637375,최승미,3111205,생활2팀,101093,주식회사 다이아물산
11731398441672,생방송,공산품(상생),국재열,"최한빛,박서희",임미라,10702082,최병수,3131105,상생협력팀,101918,(주)구구엔터테익스먼트
10121398541608,생방송,레포츠의류,이솔주,"이조헌,박보경",윤주혁,10661198,고이혁,3111205,생활2팀,100003,(주)산업기업유통센터
10121398641608,생방송,레포츠의류,이솔주,"이조헌,박보경",윤주혁,10727021,고이혁,3111205,생활2팀,100003,(주)산업기업유통센터
10411398741708,생방송,F_가공축산,신이일,"박장혜,신유이",송창장,10719049,최성욱,3121205,식품2팀,106203,(주)햇살푸드시스템
10071398837614,생방송,인테리어,강인택,"박상언,이장혁",윤주혁,10748468,"전상운,박경은",3111105,생활1팀,100610,주식회사각성침대
10071398937614,생방송,인테리어,강인택,"박상언,이장혁",윤주혁,10748389,"전상운,박경은",3111105,생활1팀,100610,주식회사각성침대
10071399037614,생방송,인테리어,강인택,"박상언,이장혁",윤주혁,10748204,"전상운,박경은",3111105,생활1팀,100610,주식회사각성침대
10071399137614,생방송,인테리어,강인택,"박상언,이장혁",윤주혁,10504016,"전상운,박경은",3111105,생활1팀,100610,주식회사각성침대
10071399237614,생방송,인테리어,강인택,"박상언,이장혁",윤주혁,10504018,"전상운,박경은",3111105,생활1팀,100610,주식회사각성침대
10071399337614,생방송,인테리어,강인택,"박상언,이장혁",윤주혁,10504019,"전상운,박경은",3111105,생활1팀,100610,주식회사각성침대
10221399436303,생방송,신선농산,강승필,"곽주애,안덕혁",송창장,10749866,최조학,3121105,식품1팀,100002,산협경제지주㈜
10201399526771,생방송,건강식품,이두리,"송주선,박승희",윤주혁,10558856,심인혜,3121105,식품1팀,103746,(주)형포레익스
10221399620371,생방송,신선농산,강승필,"곽주애,안덕혁",송창장,10759933,이은혜,3121105,식품1팀,102145,옥토주식회사
10161399741760,재방송,재방_이미용,,,,10751958,"이수만,장주환",3111205,생활2팀,101748,에스엘뮤턱어넷
10161399841760,재방송,재방_이미용,,,,10726093,"이수만,장주환",3111205,생활2팀,101748,에스엘뮤턱어넷
10231399921732,재방송,재방_게릴라프로모션,,,,10590608,최주선,3121205,식품2팀,100312,(주)뮤트프라자
10101400041465,재방송,재방_의류,,,,10608947,"권동인,최수만",3111205,생활2팀,105922,주식회사 지앤지
10401400136045,재방송,재방_가공농산,,,,10689296,"황새롬,황새롬",3121105,식품1팀,103186,(주)글로벌비엠에스
10031400241134,재방송,재방_생활용품,,,,10607972,"이서소,최의",3111105,생활1팀,105892,에이턱익스터내셔날(주)
10211400341389,재방송,재방_신선수산,,,,10605113,엄은미,3121205,식품2팀,105142,(주)비앤지 트레이딩
10031400437569,재방송,재방_생활용품,,,,10580894,"이서소,최의",3111105,생활1팀,105178,주식회사 옹리진지앤비
10101400541615,재방송,재방_의류,,,,10663152,최승미,3111205,생활2팀,101093,주식회사 다이아물산
10161400621661,재방송,재방_이미용,,,,10593916,"이수만,장주환",3111205,생활2팀,101426,주식회사선쥬상사
10201400741830,생방송,F_건강식품,유이환,"박원이,이주영A",심범만,10734453,심인혜,3121105,식품1팀,106299,(주)닥터턱앤에이
10201400841830,생방송,F_건강식품,유이환,"박원이,이주영A",심범만,10735705,심인혜,3121105,식품1팀,106299,(주)닥터턱앤에이
10101400941026,생방송,의류,고차희,최소유,"심범만,최백장",10620467,"권동인,최수만",3111205,생활2팀,100641,(주)패옹킴
10101401041027,생방송,의류,고차희,최소유,"심범만,최백장",10605110,"권동인,최수만",3111205,생활2팀,100641,(주)패옹킴
10191401136502,생방송,건강식품,유이환,"박원이,신유이",최백장,10270068,심인혜,3121105,식품1팀,100002,산협경제지주㈜
10191401236502,생방송,건강식품,유이환,"박원이,신유이",최백장,10401879,심인혜,3121105,식품1팀,100002,산협경제지주㈜
10061401341363,생방송,침구,국성훈,"이유경,박채린",심범만,10634988,최백원,3111105,생활1팀,105316,주식회사 하모니데코
10061401441363,생방송,침구,국성훈,"이유경,박채린",심범만,10634987,최백원,3111105,생활1팀,105316,주식회사 하모니데코
10061401541363,생방송,침구,국성훈,"이유경,박채린",심범만,10634986,최백원,3111105,생활1팀,105316,주식회사 하모니데코
10061401641363,생방송,침구,국성훈,"이유경,박채린",심범만,10603213,최백원,3111105,생활1팀,105316,주식회사 하모니데코
10411401736936,생방송,가공축산,강주우,"박장혜,최규재",이일환,10759025,최주선,3121205,식품2팀,104640,(주)하일에프앤씨
10051401836689,생방송,주방용품,국성훈,"이효만,이소연",최백장,10738937,"이서소,유다솜",3111105,생활1팀,104457,(주)코비마운틴
10101401941838,생방송,의류,안수연,"최소유,박보경",이일환,10735118,"유명은,고이혁",3111205,생활2팀,100003,(주)산업기업유통센터
10101402041573,생방송,의류,안수연,"최소유,박보경",이일환,10637029,"권동인,최수만",3111205,생활2팀,100003,(주)산업기업유통센터
10211402122190,생방송,신선수산,표승모,"이서경,이장혁",윤주혁,10596518,최희수,3121205,식품2팀,100004,물산업협동조합중앙회
10231402236627,생방송,신선축산,안수연,"이주규,권기문",이일환,10744391,"최성욱,서장복",3121205,식품2팀,101448,주식회사제이턱코리아익스터내셔날
10211402341496,생방송,F_신선수산,표승모,"이서경,이장혁",최규식B,10612436,최희수,3121205,식품2팀,100004,물산업협동조합중앙회
10461402426369,생방송,가전,이명섭,"최한빛,이유경",윤주혁,10732876,"가길호,남주혜",3111105,생활1팀,100550,주식회사 티베라
10461402526369,생방송,가전,이명섭,"최한빛,이유경",윤주혁,10732875,"가길호,남주혜",3111105,생활1팀,100550,주식회사 티베라
10461402626369,생방송,가전,이명섭,"최한빛,이유경",윤주혁,10732786,"가길호,남주혜",3111105,생활1팀,100550,주식회사 티베라
10461402726369,생방송,가전,이명섭,"최한빛,이유경",윤주혁,10732824,"가길호,남주혜",3111105,생활1팀,100550,주식회사 티베라
10461402826369,생방송,가전,이명섭,"최한빛,이유경",윤주혁,10451026,"가길호,남주혜",3111105,생활1팀,100550,주식회사 티베라
10511402924080,생방송,렌탈,이상철B,박상언,최규식B,10759971,"최만헌,임대훈",3101503,무형상품팀,100003,(주)산업기업유통센터
10201403024750,생방송,건강식품,이명섭,"임주원,최규재",윤주혁,10065389,강병주,3121105,식품1팀,100351,형강물산(주)
10221403137490,생방송,신선농산,이상철B,"이유경,박서희",최규식B,10755524,이은혜,3121105,식품1팀,102640,산업회사법익스주식회사규족
10031403236652,재방송,재방_생활용품,,,,10470685,"이서소,최의",3111105,생활1팀,100197,한국쥬편사업진흥원
10031403336652,재방송,재방_생활용품,,,,10612438,"이서소,최의",3111105,생활1팀,100197,한국쥬편사업진흥원
10401403421247,재방송,재방_가공농산,,,,10065511,최만훈,3121105,식품1팀,100782,주식회사벨라씨앤씨
10221403520251,재방송,재방_신선농산,,,,10619587,"최만훈,최만훈",3121105,식품1팀,100056,(주)유래에프앤에스
10221403620251,재방송,재방_신선농산,,,,10579766,"최만훈,최만훈",3121105,식품1팀,100056,(주)유래에프앤에스
10221403725022,재방송,재방_신선농산,,,,10660086,이은혜,3121105,식품1팀,100784,(주)좋은꿈마케팅
10211403837105,재방송,재방_신선수산,,,,10434822,서혜선,3121205,식품2팀,100004,물산업협동조합중앙회
10131403941525,재방송,재방_잡화,,,,10629511,"전승아,전승아",3111205,생활2팀,100003,(주)산업기업유통센터
10031404036442,재방송,재방_생활용품,,,,10567728,"이서소,최의",3111105,생활1팀,100003,(주)산업기업유통센터
10031404136442,재방송,재방_생활용품,,,,10578100,"이서소,최의",3111105,생활1팀,100003,(주)산업기업유통센터
10161404236436,재방송,재방_이미용,,,,10235849,"이수만,장주환",3111205,생활2팀,103126,(주)정렌턱브
10101404327767,재방송,재방_의류,,,,10732942,"권동인,최수만",3111205,생활2팀,100641,(주)패옹킴
10051404427461,생방송,주방용품,국성훈,박원이,이인호,10640017,"이서소,유다솜",3111105,생활1팀,102761,주식회사카이리캔
10051404527461,생방송,주방용품,국성훈,박원이,이인호,10640087,"이서소,유다솜",3111105,생활1팀,102761,주식회사카이리캔
10201404641413,생방송,건강식품,이두리,"송주선,임주원",최백장,10605869,강병주,3121105,식품1팀,106055,몽탄쥬리산산영산조합법익스
10101404741025,생방송,의류,이재가,최소유,이인호,10620393,"권동인,최수만",3111205,생활2팀,100641,(주)패옹킴
10401404821006,생방송,가공농산,이두리,"이주규,신유이",최백장,10592253,최병규,3121105,식품1팀,100955,주식회사행복을파는사람들
10211404923732,생방송,신선수산,국성훈,"박주혁B,박보경",이인호,10736586,최희수,3121205,식품2팀,104422,주식회사 착한행복
10101405041604,생방송,의류,이재가,"최소유,이유경",이일환,10698094,"권동인,최수만",3111205,생활2팀,106202,주식회사쥬먼라이크
10101405141604,생방송,의류,이재가,"최소유,이유경",이일환,10734359,"권동인,최수만",3111205,생활2팀,106202,주식회사쥬먼라이크
11691405241730,생방송,F_공산품(상생),송승희,"이장혁,이소연",최백장,10723795,최병수,3131105,상생협력팀,106227,형포밀리
11691405341730,생방송,F_공산품(상생),송승희,"이장혁,이소연",최백장,10723383,최병수,3131105,상생협력팀,106227,형포밀리
10131405441523,생방송,잡화,안수연,"최규좌,이조헌",이일환,10609009,"전승아,전승아",3111205,생활2팀,100517,동성제일글로벌(주)
10131405541674,생방송,잡화,안수연,"최규좌,이조헌",이일환,10718969,"전승아,전승아",3111205,생활2팀,105370,주식회사 보폭스
10131405641674,생방송,잡화,안수연,"최규좌,이조헌",이일환,10718967,"전승아,전승아",3111205,생활2팀,105370,주식회사 보폭스
11831405741508,생방송,F_식품(상생),최형소,"이서경,안덕혁",윤주혁,10620055,박광삼,3131105,상생협력팀,104408,(주)이지필
10221405836855,생방송,신선농산,가관석,"임주원,박서희",이일환,10755921,"최병규,최만훈",3121105,식품1팀,100351,형강물산(주)
10411405941592,생방송,F_가공축산,이리아,"송주선,권기문",최규식B,10638033,최형권,3121205,식품2팀,100925,주식회사자쥬에프엔에스
10161406041922,생방송,F_이미용,이효경,"박상언,박승희",윤주혁,10746967,"이수만,장주환",3111205,생활2팀,106406,(주)김정문알로에
10161406141922,생방송,F_이미용,이효경,"박상언,박승희",윤주혁,10761393,"이수만,장주환",3111205,생활2팀,106406,(주)김정문알로에
10401406237502,생방송,가공농산,이리아,"이효만,박채린",최규식B,10740377,최병규,3121105,식품1팀,100002,산협경제지주㈜
10511406325950,생방송,렌탈,이상철B,"최채원,박보경",윤주혁,10761034,"최만헌,박만옥",3101503,무형상품팀,100003,(주)산업기업유통센터
10221406421325,생방송,신선농산,최영란,"최규좌,최규영",최규식B,10753512,"이은혜,이은혜",3121105,식품1팀,102640,산업회사법익스주식회사규족
10221406521325,생방송,신선농산,최영란,"최규좌,최규영",최규식B,10749129,"이은혜,이은혜",3121105,식품1팀,102640,산업회사법익스주식회사규족
10161406627630,생방송,이미용,고차희,"박상언,박승희",윤주혁,10561897,"이수만,장주환",3111205,생활2팀,100003,(주)산업기업유통센터
11711406741414,생방송,F_공산품(상생),국재열,"이유경,최규재",최규식B,10620879,최병수,3131105,상생협력팀,100003,(주)산업기업유통센터
11711406841414,생방송,F_공산품(상생),국재열,"이유경,최규재",최규식B,10620878,최병수,3131105,상생협력팀,100003,(주)산업기업유통센터
11711406941414,생방송,F_공산품(상생),국재열,"이유경,최규재",최규식B,10620877,최병수,3131105,상생협력팀,100003,(주)산업기업유통센터
11711407041414,생방송,F_공산품(상생),국재열,"이유경,최규재",최규식B,10620876,최병수,3131105,상생협력팀,100003,(주)산업기업유통센터
10411407110090,생방송,게릴라 프로모션,국재열,,,10078420,"최형권,최주선",3121205,식품2팀,100002,산협경제지주㈜
